Date,Region,Rainfall (mm),Temperature (°C),Soil Type,Soil pH,Soil Nutrients (N-P-K),Latitude,Longitude,Altitude (m),Planting Date,Fertilizer Usage (kg/ha),Irrigation (mm),Pest & Disease Prevalence (%),Previous Year Yield (kg/ha),Maize Seed Variety,Market Price (KES/kg),Planting Density (plants/m²),Harvesting Date,Crop Health,Topography,Satellite Imagery,Price of Fertilizer (KES/kg)
2023-04-01,Mombasa,3,20.1,Sandy,5.8,25-17-30,-1.5808,39.6232,1791,2023-03-01,116,92,20,280,Hybrid-1,19.9,8,2023-07-15,Average,Wet,Flooded,139
2023-04-01,Nakuru,49,21.9,Sandy,5.7,28-43-15,-3.9381,34.2698,1800,2023-03-01,140,25,8,207,Hybrid-1,20.7,4,2023-07-15,Poor,Flat,Drought,129
2023-04-01,Mombasa,127,28.5,Loam,5.8,32-32-47,-1.6832,38.9306,2162,2023-03-01,141,37,17,307,Local-1,18.4,5,2023-07-15,Average,Wet,Flooded,121
2023-04-01,Nairobi,50,25.6,Clay,7.3,37-32-44,-1.6479,35.5839,1301,2023-03-01,145,56,15,250,Hybrid-2,24.1,7,2023-07-15,Poor,Wet,Normal,145
2023-04-01,Mombasa,83,26.7,Clay,5.7,20-34-39,1.8046,36.3982,1294,2023-03-01,103,76,8,321,Local-1,22.2,6,2023-07-15,Poor,Flat,Drought,137
2023-04-01,Nakuru,7,24.4,Clay,6.8,20-28-27,-0.9356,34.4335,2298,2023-03-01,105,99,17,360,Hybrid-2,22.6,6,2023-07-15,Average,Wet,Normal,199
2023-04-01,Kisumu,61,22.5,Loam,5.6,18-19-29,2.6783,37.996,1465,2023-03-01,133,3,20,403,Hybrid-1,19.1,4,2023-07-15,Poor,Wet,Normal,183
2023-04-01,Nairobi,42,26.9,Loam,6.3,38-16-34,-0.7046,34.7292,2876,2023-03-01,68,83,18,367,Local-1,18.1,4,2023-07-15,Poor,Hilly,Flooded,119
2023-04-01,Mombasa,26,28.8,Clay,7.1,26-12-43,2.025,37.9629,2925,2023-03-01,90,26,20,337,Hybrid-1,21.2,4,2023-07-15,Average,Wet,Flooded,163
2023-04-01,Nakuru,125,24.8,Clay,6.4,19-49-19,-0.5332,34.067,2573,2023-03-01,101,20,1,372,Hybrid-1,22.5,5,2023-07-15,Good,Hilly,Normal,118
2023-04-01,Kisumu,76,27.3,Loam,6.0,15-47-10,1.9579,37.8426,2143,2023-03-01,144,8,10,208,Local-1,20.4,7,2023-07-15,Good,Hilly,Drought,149
2023-04-01,Kisumu,0,27.4,Clay,6.7,40-20-32,-1.9852,35.0027,2566,2023-03-01,104,62,10,452,Hybrid-2,18.1,7,2023-07-15,Poor,Hilly,Normal,122
2023-04-01,Eldoret,69,22.2,Sandy,5.6,50-45-46,-3.4522,38.8375,2727,2023-03-01,108,10,5,332,Local-1,24.2,5,2023-07-15,Average,Wet,Drought,119
2023-04-01,Nakuru,93,22.2,Clay,7.3,32-15-35,2.4185,39.145,1704,2023-03-01,85,80,16,303,Hybrid-2,22.2,5,2023-07-15,Average,Hilly,Drought,126
2023-04-01,Nairobi,105,20.8,Loam,6.7,24-32-14,1.3171,35.1644,1714,2023-03-01,127,95,14,397,Local-1,21.2,4,2023-07-15,Average,Wet,Drought,160
2023-04-01,Eldoret,109,25.5,Clay,5.8,48-21-19,2.2921,39.0749,1563,2023-03-01,88,51,12,334,Hybrid-2,23.3,4,2023-07-15,Poor,Hilly,Flooded,165
2023-04-01,Kisumu,56,28.9,Sandy,7.0,45-40-41,0.3713,39.2757,1349,2023-03-01,77,4,20,420,Local-1,22.7,5,2023-07-15,Good,Wet,Normal,168
2023-04-01,Eldoret,78,24.8,Sandy,7.5,32-25-23,0.9774,35.461,1632,2023-03-01,142,43,16,475,Hybrid-2,24.1,8,2023-07-15,Good,Flat,Normal,115
2023-04-01,Nairobi,145,28.1,Loam,6.7,25-12-11,0.9856,36.9694,2716,2023-03-01,145,73,18,289,Hybrid-1,23.6,7,2023-07-15,Poor,Hilly,Normal,180
2023-04-01,Kisumu,65,21.8,Sandy,5.5,32-37-44,-0.2144,36.7405,2557,2023-03-01,124,10,5,434,Local-1,21.6,4,2023-07-15,Good,Flat,Normal,148
2023-04-01,Kisumu,94,22.0,Sandy,5.6,21-41-40,2.5983,38.6593,2374,2023-03-01,108,45,16,408,Local-1,20.2,6,2023-07-15,Average,Flat,Normal,152
2023-04-01,Eldoret,137,21.8,Sandy,6.2,16-29-39,-0.2622,39.7201,2918,2023-03-01,70,47,15,416,Hybrid-1,22.0,6,2023-07-15,Poor,Hilly,Normal,193
2023-04-01,Eldoret,8,22.2,Sandy,6.4,17-45-37,-0.9703,36.104,2384,2023-03-01,142,95,12,311,Hybrid-1,19.9,8,2023-07-15,Good,Hilly,Drought,149
2023-04-01,Nairobi,77,29.5,Clay,5.8,42-13-14,0.4688,38.3908,1534,2023-03-01,58,45,0,310,Hybrid-2,19.5,6,2023-07-15,Poor,Hilly,Flooded,162
2023-04-01,Eldoret,11,20.5,Sandy,6.2,47-16-37,3.9774,35.3436,1928,2023-03-01,85,0,6,236,Hybrid-2,20.4,5,2023-07-15,Poor,Hilly,Normal,137
2023-04-01,Nairobi,89,20.7,Sandy,7.3,12-18-28,2.6072,34.2089,1259,2023-03-01,131,68,1,407,Hybrid-2,24.7,6,2023-07-15,Poor,Wet,Normal,152
2023-04-01,Mombasa,6,21.7,Sandy,6.9,18-39-12,3.2634,34.7123,1320,2023-03-01,61,51,19,323,Hybrid-1,21.9,6,2023-07-15,Average,Wet,Flooded,140
2023-04-01,Kisumu,134,24.6,Sandy,7.4,45-24-10,-0.2255,34.0763,2441,2023-03-01,79,37,6,495,Hybrid-1,24.5,6,2023-07-15,Average,Wet,Drought,132
2023-04-01,Mombasa,7,30.0,Sandy,5.9,21-36-50,0.8261,34.4153,2274,2023-03-01,146,82,11,217,Local-1,19.2,5,2023-07-15,Average,Wet,Flooded,101
2023-04-01,Eldoret,39,21.9,Clay,5.6,11-13-27,0.9034,39.0229,1058,2023-03-01,85,13,10,279,Hybrid-2,23.7,5,2023-07-15,Poor,Hilly,Drought,157
2023-04-01,Kisumu,92,21.8,Loam,7.4,16-29-47,-1.3154,37.8368,1386,2023-03-01,109,8,5,399,Hybrid-1,23.7,7,2023-07-15,Average,Hilly,Normal,103
2023-04-01,Kisumu,116,25.4,Sandy,7.3,45-43-49,3.0112,37.6032,1646,2023-03-01,112,37,5,230,Local-1,19.4,5,2023-07-15,Good,Hilly,Flooded,185
2023-04-01,Kisumu,91,27.7,Loam,6.4,30-16-40,-0.7065,38.0898,2805,2023-03-01,117,35,16,215,Hybrid-1,19.1,7,2023-07-15,Average,Hilly,Flooded,152
2023-04-01,Eldoret,40,23.1,Loam,6.6,48-33-32,2.9029,34.0213,1674,2023-03-01,105,91,18,377,Local-1,21.4,7,2023-07-15,Good,Wet,Normal,154
2023-04-01,Nakuru,134,25.5,Sandy,6.0,44-50-28,-1.572,38.3972,2186,2023-03-01,105,41,1,319,Hybrid-2,20.0,7,2023-07-15,Poor,Hilly,Drought,155
2023-04-01,Nairobi,101,20.7,Sandy,5.5,40-14-50,1.8835,38.5738,1409,2023-03-01,91,97,16,342,Hybrid-2,20.6,8,2023-07-15,Average,Hilly,Drought,164
2023-04-01,Eldoret,100,23.0,Loam,5.6,18-40-29,-3.5067,36.0015,2531,2023-03-01,61,89,14,391,Hybrid-1,21.3,6,2023-07-15,Poor,Flat,Normal,117
2023-04-01,Nakuru,10,28.3,Loam,7.5,23-17-12,-0.0824,39.6324,2127,2023-03-01,89,84,16,267,Local-1,20.9,6,2023-07-15,Average,Hilly,Normal,181
2023-04-01,Kisumu,23,20.3,Sandy,6.3,11-33-41,0.8777,36.5778,1910,2023-03-01,64,91,8,213,Local-1,22.7,5,2023-07-15,Poor,Flat,Drought,171
2023-04-01,Eldoret,49,22.0,Loam,6.4,26-11-49,-2.8008,36.4639,2293,2023-03-01,72,64,12,395,Hybrid-2,18.0,5,2023-07-15,Poor,Wet,Flooded,156
2023-04-01,Kisumu,106,29.8,Clay,6.4,45-24-40,3.4703,34.5791,1618,2023-03-01,145,34,14,207,Hybrid-2,23.4,5,2023-07-15,Poor,Hilly,Normal,152
2023-04-01,Mombasa,84,29.3,Clay,7.2,36-32-20,3.646,36.7776,1191,2023-03-01,82,26,10,252,Hybrid-1,23.3,4,2023-07-15,Good,Hilly,Normal,185
2023-04-01,Mombasa,135,20.9,Sandy,6.0,38-36-12,0.8006,37.816,2766,2023-03-01,123,15,15,236,Hybrid-1,19.8,5,2023-07-15,Poor,Flat,Flooded,171
2023-04-01,Nairobi,106,22.6,Loam,7.2,20-45-15,2.5283,35.8104,2187,2023-03-01,112,10,11,410,Hybrid-1,20.6,7,2023-07-15,Average,Hilly,Normal,188
2023-04-01,Kisumu,94,20.8,Sandy,7.0,15-14-49,3.8193,36.5806,2288,2023-03-01,149,22,16,206,Hybrid-1,21.5,5,2023-07-15,Good,Hilly,Drought,117
2023-04-01,Nairobi,106,21.2,Sandy,6.8,14-37-33,-1.9752,36.3105,2363,2023-03-01,145,72,1,480,Hybrid-1,23.8,5,2023-07-15,Average,Wet,Flooded,187
2023-04-01,Nakuru,97,26.5,Clay,6.2,37-36-33,0.0534,37.098,1206,2023-03-01,86,10,15,331,Local-1,19.8,6,2023-07-15,Poor,Hilly,Normal,141
2023-04-01,Nakuru,142,28.8,Clay,7.0,11-32-19,0.9265,38.0266,2057,2023-03-01,127,49,9,388,Local-1,24.4,8,2023-07-15,Good,Flat,Drought,191
2023-04-01,Mombasa,86,28.4,Sandy,5.9,20-29-50,2.3783,34.668,1329,2023-03-01,73,97,18,264,Local-1,24.9,4,2023-07-15,Average,Wet,Drought,152
2023-04-01,Nakuru,38,23.7,Sandy,6.8,20-46-26,1.7079,35.523,2789,2023-03-01,59,44,17,389,Hybrid-1,20.0,8,2023-07-15,Good,Hilly,Flooded,119
2023-04-01,Eldoret,93,24.4,Clay,7.1,14-26-36,2.3129,34.506,1581,2023-03-01,68,65,17,320,Hybrid-2,19.3,7,2023-07-15,Average,Flat,Flooded,165
2023-04-01,Kisumu,130,27.5,Clay,6.6,33-31-17,0.5398,39.5463,2754,2023-03-01,137,83,16,354,Hybrid-2,24.4,7,2023-07-15,Good,Flat,Normal,114
2023-04-01,Eldoret,126,25.3,Clay,7.4,16-50-46,-2.6944,34.1361,2583,2023-03-01,92,13,20,378,Hybrid-2,24.4,7,2023-07-15,Good,Flat,Normal,127
2023-04-01,Nairobi,75,22.8,Sandy,5.5,44-17-42,2.1613,39.2501,1964,2023-03-01,66,24,4,244,Local-1,21.2,6,2023-07-15,Poor,Hilly,Drought,160
2023-04-01,Nairobi,88,29.7,Clay,5.9,11-18-18,3.4844,38.0036,2546,2023-03-01,73,20,16,289,Hybrid-2,22.0,7,2023-07-15,Poor,Hilly,Drought,172
2023-04-01,Kisumu,19,29.1,Loam,7.0,17-45-15,-0.6932,36.8092,1891,2023-03-01,86,40,17,498,Hybrid-1,23.2,7,2023-07-15,Average,Flat,Flooded,146
2023-04-01,Nairobi,129,24.5,Clay,6.3,48-17-26,1.7022,39.0456,1337,2023-03-01,56,67,17,289,Local-1,22.6,8,2023-07-15,Poor,Wet,Flooded,105
2023-04-01,Nairobi,90,22.9,Loam,7.0,38-43-35,-3.1295,37.8503,1027,2023-03-01,138,23,12,231,Hybrid-1,18.2,8,2023-07-15,Poor,Wet,Drought,141
2023-04-01,Eldoret,101,27.8,Sandy,6.3,44-25-22,0.1477,36.9801,2873,2023-03-01,93,59,2,268,Local-1,18.1,7,2023-07-15,Poor,Flat,Flooded,156
2023-04-01,Nairobi,12,28.1,Clay,6.5,14-31-21,-1.3397,37.6841,2360,2023-03-01,137,85,7,442,Hybrid-1,21.4,6,2023-07-15,Poor,Flat,Flooded,141
2023-04-01,Mombasa,11,21.9,Clay,5.8,16-33-18,2.6744,39.8136,1439,2023-03-01,135,71,20,295,Hybrid-2,23.5,6,2023-07-15,Poor,Hilly,Drought,153
2023-04-01,Mombasa,84,24.4,Clay,5.8,29-16-45,-3.3712,35.2973,2495,2023-03-01,111,92,14,398,Hybrid-2,21.8,7,2023-07-15,Good,Hilly,Flooded,184
2023-04-01,Eldoret,82,21.5,Loam,7.2,41-12-48,-3.8552,36.635,2274,2023-03-01,110,63,17,273,Hybrid-2,24.2,8,2023-07-15,Good,Flat,Flooded,200
2023-04-01,Nakuru,5,21.3,Sandy,5.9,44-17-17,2.0016,34.6566,2750,2023-03-01,130,30,1,300,Local-1,23.6,8,2023-07-15,Average,Hilly,Normal,191
2023-04-01,Nakuru,31,25.9,Sandy,6.3,15-46-50,-2.3078,35.4196,2681,2023-03-01,140,14,19,254,Hybrid-1,19.3,4,2023-07-15,Good,Wet,Normal,147
2023-04-01,Kisumu,39,20.4,Clay,6.5,49-23-12,2.2566,36.076,1303,2023-03-01,140,90,18,409,Local-1,23.7,4,2023-07-15,Average,Wet,Normal,162
2023-04-01,Nairobi,91,29.0,Sandy,5.9,24-23-22,3.375,39.0656,2116,2023-03-01,68,87,7,377,Hybrid-1,18.8,8,2023-07-15,Poor,Hilly,Flooded,103
2023-04-01,Nairobi,36,28.9,Loam,6.7,29-45-12,-3.9832,37.6022,1095,2023-03-01,79,13,15,275,Local-1,21.6,8,2023-07-15,Average,Wet,Drought,172
2023-04-01,Eldoret,60,27.4,Sandy,6.4,49-45-41,-3.4249,39.0609,2045,2023-03-01,146,7,1,336,Local-1,18.2,4,2023-07-15,Average,Flat,Drought,184
2023-04-01,Mombasa,39,23.6,Clay,5.8,49-38-29,0.3365,39.2486,2311,2023-03-01,67,14,13,442,Hybrid-2,19.8,8,2023-07-15,Good,Flat,Flooded,200
2023-04-01,Mombasa,39,22.2,Sandy,6.4,33-23-10,3.4595,37.0062,1329,2023-03-01,67,71,11,360,Local-1,21.2,6,2023-07-15,Good,Wet,Drought,153
2023-04-01,Kisumu,106,25.7,Clay,6.0,27-36-15,1.1207,35.9961,2309,2023-03-01,51,73,3,440,Hybrid-1,18.5,7,2023-07-15,Good,Hilly,Flooded,112
2023-04-01,Mombasa,48,25.6,Sandy,6.3,45-48-19,0.5029,36.8891,2948,2023-03-01,120,77,18,420,Hybrid-2,19.1,7,2023-07-15,Average,Flat,Drought,183
2023-04-01,Eldoret,127,22.7,Clay,5.9,33-26-22,3.7069,38.2503,2799,2023-03-01,99,30,12,339,Hybrid-2,21.1,6,2023-07-15,Average,Flat,Drought,195
2023-04-01,Eldoret,80,22.8,Loam,7.2,11-21-32,2.7293,37.564,1108,2023-03-01,136,69,13,222,Hybrid-1,20.9,7,2023-07-15,Good,Flat,Flooded,130
2023-04-01,Nairobi,109,25.8,Loam,7.5,11-14-25,-3.6422,36.8883,1516,2023-03-01,103,14,16,278,Local-1,21.7,6,2023-07-15,Poor,Flat,Drought,152
2023-04-01,Eldoret,146,20.8,Loam,7.4,37-41-16,-2.9281,37.3611,1192,2023-03-01,57,56,12,302,Hybrid-1,18.4,8,2023-07-15,Average,Flat,Flooded,138
2023-04-01,Nakuru,0,20.4,Loam,6.5,41-18-12,-0.871,36.9877,2799,2023-03-01,89,94,5,297,Hybrid-2,20.0,5,2023-07-15,Average,Wet,Normal,175
2023-04-01,Nairobi,26,24.4,Sandy,7.1,31-49-14,0.5793,36.9278,1542,2023-03-01,91,17,2,286,Hybrid-2,19.1,5,2023-07-15,Average,Flat,Drought,165
2023-04-01,Nakuru,98,25.5,Clay,6.1,37-16-13,2.4423,36.7257,1812,2023-03-01,55,9,5,263,Hybrid-2,22.4,8,2023-07-15,Good,Hilly,Normal,153
2023-04-01,Eldoret,85,23.6,Sandy,6.4,34-47-12,0.3992,38.1577,2205,2023-03-01,97,44,10,458,Hybrid-2,20.4,6,2023-07-15,Average,Flat,Drought,195
2023-04-01,Kisumu,52,22.3,Sandy,7.1,22-21-44,-2.0168,34.9268,2975,2023-03-01,129,42,9,222,Local-1,24.7,7,2023-07-15,Average,Flat,Normal,147
2023-04-01,Nairobi,26,29.0,Clay,6.6,44-25-11,1.8633,36.0234,2924,2023-03-01,79,97,14,437,Hybrid-1,20.5,4,2023-07-15,Good,Flat,Flooded,164
2023-04-01,Nairobi,108,22.8,Loam,6.7,29-48-33,1.6244,39.4899,2366,2023-03-01,130,73,1,331,Hybrid-1,21.0,6,2023-07-15,Average,Wet,Normal,152
2023-04-01,Nairobi,122,28.6,Sandy,5.8,20-39-21,2.8217,36.2133,2613,2023-03-01,98,96,0,237,Hybrid-1,20.1,8,2023-07-15,Good,Wet,Flooded,197
2023-04-01,Nairobi,20,24.8,Loam,7.0,44-39-48,2.8251,37.3066,2763,2023-03-01,63,57,9,318,Local-1,19.3,6,2023-07-15,Average,Hilly,Normal,182
2023-04-01,Kisumu,68,27.8,Loam,6.4,27-10-43,1.1241,36.7766,2924,2023-03-01,55,66,2,445,Hybrid-2,20.7,7,2023-07-15,Poor,Wet,Drought,173
2023-04-01,Nakuru,84,25.6,Clay,5.8,49-42-43,-2.2895,39.6636,1166,2023-03-01,146,9,11,352,Hybrid-1,19.2,6,2023-07-15,Average,Flat,Flooded,188
2023-04-01,Mombasa,28,21.0,Loam,7.4,16-30-12,-0.7376,35.5494,2333,2023-03-01,60,35,4,295,Hybrid-1,23.6,5,2023-07-15,Good,Hilly,Normal,157
2023-04-01,Nakuru,43,22.5,Sandy,6.1,25-23-20,-0.6302,39.1182,2900,2023-03-01,125,71,13,494,Local-1,20.6,8,2023-07-15,Average,Flat,Normal,105
2023-04-01,Nairobi,72,29.9,Clay,6.6,18-46-16,-3.8647,34.0326,1744,2023-03-01,103,36,10,296,Hybrid-1,20.2,7,2023-07-15,Good,Wet,Normal,194
2023-04-01,Nairobi,150,20.6,Loam,5.6,27-38-46,-3.3061,39.6124,2812,2023-03-01,145,25,9,339,Hybrid-1,18.0,6,2023-07-15,Average,Flat,Drought,167
2023-04-01,Kisumu,57,28.3,Clay,6.1,24-38-25,2.7332,34.1563,1789,2023-03-01,57,24,4,338,Hybrid-1,20.5,8,2023-07-15,Good,Wet,Flooded,192
2023-04-01,Nairobi,101,22.9,Loam,5.8,35-37-22,-3.44,39.6603,1222,2023-03-01,102,73,7,304,Hybrid-2,19.8,6,2023-07-15,Poor,Wet,Drought,179
2023-04-01,Nakuru,132,23.3,Sandy,6.2,48-12-25,3.3381,37.4441,2253,2023-03-01,145,71,0,390,Hybrid-2,21.6,6,2023-07-15,Average,Flat,Normal,126
2023-04-01,Kisumu,62,26.6,Sandy,6.8,16-20-21,2.9422,38.8133,1944,2023-03-01,128,81,6,358,Local-1,24.9,5,2023-07-15,Poor,Wet,Drought,186
2023-04-01,Mombasa,9,28.6,Sandy,7.4,10-14-15,2.7907,35.9918,2715,2023-03-01,128,65,0,437,Local-1,23.9,5,2023-07-15,Poor,Hilly,Normal,137
2023-04-01,Nakuru,149,21.6,Loam,5.8,42-33-40,3.7656,34.3578,2083,2023-03-01,51,42,16,481,Hybrid-1,23.6,6,2023-07-15,Poor,Wet,Flooded,144
2023-04-01,Kisumu,128,24.1,Loam,6.1,13-36-43,2.0868,38.6112,2535,2023-03-01,125,85,8,456,Hybrid-2,23.7,5,2023-07-15,Average,Flat,Normal,146
2023-04-01,Kisumu,10,24.8,Sandy,6.1,45-19-45,2.9645,35.5329,1014,2023-03-01,81,37,5,343,Local-1,22.5,5,2023-07-15,Average,Flat,Flooded,195
2023-04-01,Nakuru,117,28.5,Clay,7.2,23-30-43,1.0196,34.6946,2450,2023-03-01,64,73,2,329,Local-1,21.3,4,2023-07-15,Average,Hilly,Normal,134
2023-04-01,Nakuru,56,21.6,Clay,7.5,18-23-16,3.166,39.5466,2451,2023-03-01,112,91,7,496,Local-1,19.5,6,2023-07-15,Good,Wet,Normal,153
2023-04-01,Nairobi,82,21.4,Sandy,6.8,17-42-21,-2.5773,35.156,2441,2023-03-01,132,93,10,303,Hybrid-2,20.3,8,2023-07-15,Good,Flat,Drought,141
2023-04-01,Kisumu,76,23.5,Loam,6.1,33-12-38,2.4828,38.7779,2627,2023-03-01,101,4,5,402,Hybrid-2,18.5,6,2023-07-15,Good,Wet,Drought,162
2023-04-01,Kisumu,111,27.6,Sandy,6.9,27-11-39,1.4479,36.6135,2271,2023-03-01,92,7,16,248,Hybrid-1,24.2,6,2023-07-15,Good,Hilly,Drought,154
2023-04-01,Nairobi,116,25.1,Clay,7.0,37-32-15,-0.0028,38.5487,2208,2023-03-01,107,46,3,307,Local-1,18.3,7,2023-07-15,Good,Hilly,Drought,115
2023-04-01,Nairobi,66,28.0,Clay,6.5,31-27-12,0.1878,38.2053,1893,2023-03-01,136,13,4,359,Hybrid-2,19.5,8,2023-07-15,Good,Wet,Flooded,177
2023-04-01,Eldoret,56,20.8,Loam,6.5,33-44-34,3.4635,37.0182,2446,2023-03-01,61,11,16,228,Hybrid-1,19.5,4,2023-07-15,Average,Wet,Normal,186
2023-04-01,Kisumu,86,23.9,Clay,6.5,28-39-33,-1.3609,34.5065,1584,2023-03-01,66,73,9,400,Hybrid-1,22.2,5,2023-07-15,Poor,Wet,Flooded,128
2023-04-01,Eldoret,68,22.7,Sandy,6.8,43-33-47,3.679,36.4746,1159,2023-03-01,148,37,15,416,Hybrid-2,19.7,8,2023-07-15,Good,Flat,Drought,109
2023-04-01,Kisumu,91,27.5,Loam,7.3,23-40-50,-2.3945,36.5355,2524,2023-03-01,73,31,9,291,Local-1,19.1,7,2023-07-15,Poor,Wet,Normal,122
2023-04-01,Eldoret,60,28.5,Sandy,5.8,25-31-10,0.7673,38.8351,1650,2023-03-01,103,65,13,487,Hybrid-2,19.6,8,2023-07-15,Average,Flat,Normal,200
2023-04-01,Kisumu,136,20.1,Loam,6.5,25-37-14,1.3807,38.1402,2371,2023-03-01,136,30,0,268,Local-1,24.2,7,2023-07-15,Average,Wet,Normal,147
2023-04-01,Nakuru,102,24.0,Sandy,6.2,21-35-29,-1.463,37.5659,2314,2023-03-01,65,4,5,399,Local-1,21.1,8,2023-07-15,Poor,Flat,Normal,105
2023-04-01,Nairobi,4,27.3,Loam,6.7,27-12-19,-0.8337,35.8218,1057,2023-03-01,112,53,12,232,Hybrid-2,23.2,7,2023-07-15,Poor,Wet,Drought,108
2023-04-01,Mombasa,143,27.2,Loam,6.9,17-46-42,0.425,34.4638,1004,2023-03-01,51,41,6,466,Hybrid-1,23.0,7,2023-07-15,Good,Flat,Flooded,101
2023-04-01,Kisumu,83,27.1,Loam,7.1,29-13-37,-1.6061,36.4657,2544,2023-03-01,54,64,17,442,Hybrid-1,18.9,6,2023-07-15,Average,Wet,Normal,151
2023-04-01,Mombasa,60,24.7,Sandy,7.3,32-20-32,1.55,37.9957,1297,2023-03-01,75,24,8,329,Hybrid-1,22.5,8,2023-07-15,Poor,Hilly,Flooded,147
2023-04-01,Mombasa,74,24.4,Loam,6.1,17-48-32,-0.52,34.98,2554,2023-03-01,108,12,12,410,Hybrid-2,23.6,5,2023-07-15,Poor,Wet,Drought,169
2023-04-01,Kisumu,34,24.6,Clay,6.4,27-25-43,-3.7646,38.4526,1735,2023-03-01,134,31,10,284,Hybrid-2,24.4,8,2023-07-15,Poor,Hilly,Drought,157
2023-04-01,Kisumu,17,24.4,Sandy,6.4,40-18-32,0.951,35.5239,2034,2023-03-01,129,83,12,484,Hybrid-1,23.1,8,2023-07-15,Average,Wet,Normal,104
2023-04-01,Kisumu,86,28.0,Sandy,6.6,13-19-23,-1.3195,37.612,2229,2023-03-01,53,14,0,343,Hybrid-2,24.9,4,2023-07-15,Poor,Wet,Flooded,166
2023-04-01,Kisumu,126,29.1,Sandy,6.2,15-30-10,0.0914,38.1184,1088,2023-03-01,92,36,2,305,Hybrid-1,20.6,5,2023-07-15,Poor,Flat,Normal,114
2023-04-01,Eldoret,114,29.0,Sandy,6.7,47-13-10,-1.4978,36.0476,2092,2023-03-01,108,73,4,254,Hybrid-1,24.9,5,2023-07-15,Poor,Hilly,Drought,123
2023-04-01,Mombasa,84,24.5,Sandy,6.9,39-21-47,-2.9094,35.6539,1600,2023-03-01,123,72,16,453,Hybrid-1,20.5,5,2023-07-15,Good,Hilly,Normal,119
2023-04-01,Nairobi,124,28.0,Loam,5.5,41-28-25,3.148,36.9164,1604,2023-03-01,143,89,10,205,Local-1,22.5,4,2023-07-15,Poor,Wet,Flooded,127
2023-04-01,Nakuru,5,29.7,Clay,6.2,25-32-31,3.1845,36.6202,2364,2023-03-01,113,99,7,266,Local-1,22.0,8,2023-07-15,Average,Hilly,Drought,178
2023-04-01,Nairobi,32,28.3,Clay,7.0,21-44-48,0.6236,35.671,1731,2023-03-01,149,99,11,411,Hybrid-2,20.8,6,2023-07-15,Average,Flat,Flooded,163
2023-04-01,Mombasa,71,27.1,Clay,6.8,17-10-21,3.7792,39.194,2428,2023-03-01,99,68,10,444,Hybrid-2,22.8,6,2023-07-15,Good,Flat,Normal,168
2023-04-01,Nakuru,19,28.2,Loam,5.8,16-16-14,1.8437,34.3672,2498,2023-03-01,134,64,18,435,Hybrid-2,21.8,4,2023-07-15,Poor,Wet,Flooded,168
2023-04-01,Mombasa,30,23.1,Clay,7.2,36-47-11,0.9357,38.4386,1590,2023-03-01,125,61,10,335,Hybrid-1,22.3,4,2023-07-15,Average,Hilly,Normal,194
2023-04-01,Nakuru,97,21.6,Sandy,6.4,18-36-46,-3.2295,38.2746,1336,2023-03-01,101,73,0,225,Hybrid-2,19.6,6,2023-07-15,Good,Flat,Flooded,101
2023-04-01,Mombasa,110,26.6,Sandy,5.6,10-29-48,-2.7473,39.3896,2842,2023-03-01,85,67,6,458,Hybrid-2,21.0,7,2023-07-15,Average,Flat,Normal,100
2023-04-01,Kisumu,14,27.9,Sandy,6.9,42-31-12,-1.8017,37.3171,2120,2023-03-01,135,97,2,370,Hybrid-2,23.3,7,2023-07-15,Poor,Flat,Normal,118
2023-04-01,Nairobi,14,26.4,Sandy,6.9,17-28-45,2.3375,34.9891,2010,2023-03-01,102,52,3,254,Hybrid-2,19.9,5,2023-07-15,Good,Flat,Normal,127
2023-04-01,Nairobi,148,22.5,Loam,6.7,29-36-20,-1.944,37.591,1467,2023-03-01,122,96,0,368,Hybrid-1,19.1,4,2023-07-15,Poor,Flat,Flooded,119
2023-04-01,Nairobi,149,24.6,Sandy,7.1,40-36-30,1.7541,38.5814,2886,2023-03-01,149,20,6,276,Hybrid-1,18.3,6,2023-07-15,Good,Hilly,Flooded,122
2023-04-01,Mombasa,83,29.2,Clay,7.2,22-39-46,2.8104,36.3999,1739,2023-03-01,104,95,5,255,Local-1,22.4,4,2023-07-15,Good,Flat,Normal,181
2023-04-01,Nakuru,148,23.8,Loam,6.2,30-33-23,0.8912,36.1208,1371,2023-03-01,60,15,6,428,Local-1,24.4,4,2023-07-15,Poor,Wet,Flooded,180
2023-04-01,Mombasa,37,20.9,Loam,6.3,44-18-33,-1.898,39.6069,2137,2023-03-01,69,92,20,226,Hybrid-1,21.9,6,2023-07-15,Average,Flat,Flooded,126
2023-04-01,Mombasa,134,24.1,Sandy,5.8,18-23-43,-1.4428,39.5167,2100,2023-03-01,138,69,18,494,Hybrid-1,20.5,6,2023-07-15,Average,Hilly,Flooded,112
2023-04-01,Eldoret,53,24.0,Loam,6.1,34-40-32,3.8996,37.2735,2836,2023-03-01,103,62,11,472,Hybrid-2,21.4,5,2023-07-15,Average,Wet,Flooded,101
2023-04-01,Kisumu,27,23.9,Loam,7.3,43-38-48,1.9666,38.1736,1738,2023-03-01,144,59,8,342,Local-1,24.0,6,2023-07-15,Average,Flat,Flooded,111
2023-04-01,Mombasa,6,21.9,Loam,5.7,15-22-17,3.9867,35.7697,1110,2023-03-01,65,46,2,219,Hybrid-1,22.0,6,2023-07-15,Poor,Wet,Normal,121
